رقم_السجل,اسم_المعرض,اسم_السيارة,ماركة_السيارة,موديل_السيارة,سنة_الصنع,السعر_بالدولار,الممشى_كم,لون_السيارة,ناقل_الحركة,نوع_الوقود,حالة_السيارة,رقم_الهاتف,المدينة,صورة_السيارة
3039,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2016,19500,175307,أزرق,أوتوماتيك,بنزين,مستعملة,790226958,إب,/static/images/cars/أزرق_إكسبيديشن_فورد.car.svg
3040,معرض الأصالة,مرسيدس C-Class,مرسيدس,C-Class,2018,40500,125698,رمادي,أوتوماتيك,ديزل,مستعملة,789606631,الحديدة,/static/images/cars/رمادي_C-Class_مرسيدس.car.svg
3041,معرض السيارات الحديثة,مرسيدس GLC,مرسيدس,GLC,2023,57000,44863,أزرق,عادي,ديزل,مستعملة,720308312,المكلا,/static/images/cars/أزرق_GLC_مرسيدس.car.svg
3042,معرض النجوم,تويوتا هايلاندر,تويوتا,هايلاندر,2015,14500,160077,أسود,عادي,هجين,مستعملة,712318287,المكلا,/static/images/cars/أسود_هايلاندر_تويوتا.car.svg
3043,معرض النخبة,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2024,54700,28217,أحمر,أوتوماتيك,هجين,مستعملة,719962414,الحديدة,/static/images/cars/أحمر_الفئة الثالثة_بي إم دبليو.car.svg
3044,معرض النجوم,فورد إيدج,فورد,إيدج,2017,26400,96561,أبيض,أوتوماتيك,بنزين,مستعملة,774156138,عدن,/static/images/cars/أبيض_إيدج_فورد.car.svg
3045,معرض النخبة,هيونداي سانتافي,هيونداي,سانتافي,2020,22400,109428,أزرق,عادي,ديزل,مستعملة,744210302,صنعاء,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
3046,معرض النجوم,هيونداي سانتافي,هيونداي,سانتافي,2016,16200,99150,أبيض,أوتوماتيك,هجين,مستعملة,717992069,ذمار,/static/images/cars/أبيض_سانتافي_هيونداي.car.svg
3047,معرض النخبة,مرسيدس S-Class,مرسيدس,S-Class,2016,39100,160550,أبيض,أوتوماتيك,بنزين,مستعملة,784405920,ذمار,/static/images/cars/أبيض_S-Class_مرسيدس.car.svg
3048,معرض السيارات الحديثة,تويوتا كامري,تويوتا,كامري,2023,34700,28012,أزرق,أوتوماتيك,هجين,مستعملة,736261988,صنعاء,/static/images/cars/أزرق_كامري_تويوتا.car.svg
3049,معرض الأصالة,هوندا CR-V,هوندا,CR-V,2020,27400,107047,لؤلؤي,أوتوماتيك,هجين,مستعملة,739683825,عدن,/static/images/cars/لؤلؤي_CR-V_هوندا.car.svg
3050,معرض السيارات الحديثة,فورد إيدج,فورد,إيدج,2024,41200,36196,أبيض,عادي,بنزين,مستعملة,794995505,عدن,/static/images/cars/أبيض_إيدج_فورد.car.svg
3051,معرض الرواد,مرسيدس GLC,مرسيدس,GLC,2023,56500,29100,أسود,أوتوماتيك,بنزين,مستعملة,718737868,تعز,/static/images/cars/أسود_GLC_مرسيدس.car.svg
3052,معرض السيارات الحديثة,تويوتا كورولا,تويوتا,كورولا,2021,30100,48981,فضي,أوتوماتيك,ديزل,مستعملة,784732090,صنعاء,/static/images/cars/فضي_كورولا_تويوتا.car.svg
3053,معرض النجوم,فورد إيدج,فورد,إيدج,2026,46500,5000,رمادي,عادي,بنزين,مستعملة,723717972,إب,/static/images/cars/رمادي_إيدج_فورد.car.svg
3054,معرض الرواد,تويوتا هايلاندر,تويوتا,هايلاندر,2018,25600,109760,رمادي,عادي,ديزل,مستعملة,714004669,ذمار,/static/images/cars/رمادي_هايلاندر_تويوتا.car.svg
3055,معرض السيارات الحديثة,تويوتا هايلاندر,تويوتا,هايلاندر,2025,38000,17662,أسود,عادي,ديزل,مستعملة,745202050,حضرموت,/static/images/cars/أسود_هايلاندر_تويوتا.car.svg
3056,معرض التميز,هيونداي سانتافي,هيونداي,سانتافي,2024,33200,29173,فضي,أوتوماتيك,بنزين,مستعملة,791656535,إب,/static/images/cars/فضي_سانتافي_هيونداي.car.svg
3057,معرض السيارات الحديثة,تويوتا راف فور,تويوتا,راف فور,2017,23300,83124,أزرق,عادي,ديزل,مستعملة,767858370,تعز,/static/images/cars/أزرق_راف فور_تويوتا.car.svg
3058,معرض السيارات الحديثة,فورد موستانج,فورد,موستانج,2025,43400,17455,لؤلؤي,أوتوماتيك,ديزل,مستعملة,790607170,حضرموت,/static/images/cars/لؤلؤي_موستانج_فورد.car.svg
3059,معرض القمة,هوندا أكورد,هوندا,أكورد,2016,17400,153690,أزرق,عادي,هجين,مستعملة,726570894,المكلا,/static/images/cars/أزرق_أكورد_هوندا.car.svg
3060,معرض السيارات الحديثة,فورد إكسبيديشن,فورد,إكسبيديشن,2023,34900,47277,أزرق,عادي,هجين,مستعملة,727378136,المكلا,/static/images/cars/أزرق_إكسبيديشن_فورد.car.svg
3061,معرض التميز,هيونداي سوناتا,هيونداي,سوناتا,2016,11400,155269,أبيض,أوتوماتيك,ديزل,مستعملة,751398319,تعز,/static/images/cars/أبيض_سوناتا_هيونداي.car.svg
3062,معرض التميز,فورد إكسبيديشن,فورد,إكسبيديشن,2023,35000,50216,فضي,عادي,بنزين,مستعملة,731126046,المكلا,/static/images/cars/فضي_إكسبيديشن_فورد.car.svg
3063,معرض الرواد,بي إم دبليو X5,بي إم دبليو,X5,2025,62800,0,أحمر,عادي,بنزين,جديدة,727735111,الحديدة,/static/images/cars/أحمر_X5_بي إم دبليو.car.svg
3064,معرض الرواد,تويوتا كورولا,تويوتا,كورولا,2020,27900,68025,أسود,عادي,هجين,مستعملة,762382269,صنعاء,/static/images/cars/أسود_كورولا_تويوتا.car.svg
3065,معرض الأصالة,تويوتا هايلاندر,تويوتا,هايلاندر,2020,29700,105421,لؤلؤي,أوتوماتيك,ديزل,مستعملة,724495580,حضرموت,/static/images/cars/لؤلؤي_هايلاندر_تويوتا.car.svg
3066,معرض السيارات الحديثة,تويوتا راف فور,تويوتا,راف فور,2017,22200,83112,أبيض,أوتوماتيك,بنزين,مستعملة,725975536,إب,/static/images/cars/أبيض_راف فور_تويوتا.car.svg
3067,معرض النخبة,فورد إكسبيديشن,فورد,إكسبيديشن,2015,17800,157123,أسود,أوتوماتيك,هجين,مستعملة,726586567,صنعاء,/static/images/cars/أسود_إكسبيديشن_فورد.car.svg
3068,معرض السيارات الحديثة,مرسيدس C-Class,مرسيدس,C-Class,2017,40500,120162,أحمر,عادي,بنزين,مستعملة,795989974,عدن,/static/images/cars/أحمر_C-Class_مرسيدس.car.svg
3069,معرض النجوم,فورد إكسبلورر,فورد,إكسبلورر,2023,36300,54250,أحمر,أوتوماتيك,كهربائي,مستعملة,795251763,المكلا,/static/images/cars/أحمر_إكسبلورر_فورد.car.svg
3070,معرض التميز,هيونداي إلنترا,هيونداي,إلنترا,2026,35900,5000,رمادي,أوتوماتيك,بنزين,مستعملة,740613187,عدن,/static/images/cars/رمادي_إلنترا_هيونداي.car.svg
3071,معرض النجوم,هوندا بايلوت,هوندا,بايلوت,2024,37400,31265,أبيض,أوتوماتيك,بنزين,مستعملة,786082940,ذمار,/static/images/cars/أبيض_بايلوت_هوندا.car.svg
3072,معرض السيارات الحديثة,هوندا CR-V,هوندا,CR-V,2017,19500,141851,أسود,عادي,ديزل,مستعملة,758536068,المكلا,/static/images/cars/أسود_CR-V_هوندا.car.svg
3073,معرض القمة,هيونداي توسان,هيونداي,توسان,2020,23200,68360,رمادي,أوتوماتيك,كهربائي,مستعملة,736229053,المكلا,/static/images/cars/رمادي_توسان_هيونداي.car.svg
3074,معرض النجوم,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2020,45200,84392,فضي,أوتوماتيك,هجين,مستعملة,753880552,عدن,/static/images/cars/فضي_الفئة الخامسة_بي إم دبليو.car.svg
3075,معرض الأصالة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2023,33300,40237,أسود,عادي,كهربائي,مستعملة,755152111,حضرموت,/static/images/cars/أسود_لاندكروزر_تويوتا.car.svg
3076,معرض التميز,هوندا سيفيك,هوندا,سيفيك,2023,30800,47786,لؤلؤي,عادي,كهربائي,مستعملة,768404599,ذمار,/static/images/cars/لؤلؤي_سيفيك_هوندا.car.svg
3077,معرض الرواد,هيونداي سوناتا,هيونداي,سوناتا,2023,32700,37167,فضي,عادي,ديزل,مستعملة,720607284,تعز,/static/images/cars/فضي_سوناتا_هيونداي.car.svg
3078,معرض القمة,تويوتا لاندكروزر,تويوتا,لاندكروزر,2020,28100,70589,فضي,أوتوماتيك,ديزل,مستعملة,723787241,حضرموت,/static/images/cars/فضي_لاندكروزر_تويوتا.car.svg
3079,معرض السيارات الحديثة,بي إم دبليو الفئة الخامسة,بي إم دبليو,الفئة الخامسة,2021,47200,52076,فضي,أوتوماتيك,ديزل,مستعملة,744483834,إب,/static/images/cars/فضي_الفئة الخامسة_بي إم دبليو.car.svg
3080,معرض الرواد,هوندا أكورد,هوندا,أكورد,2025,36700,10600,فضي,أوتوماتيك,كهربائي,مستعملة,789306711,ذمار,/static/images/cars/فضي_أكورد_هوندا.car.svg
3081,معرض القمة,فورد إيدج,فورد,إيدج,2026,43800,5000,أحمر,عادي,بنزين,مستعملة,722976798,عدن,/static/images/cars/أحمر_إيدج_فورد.car.svg
3082,معرض النخبة,بي إم دبليو X3,بي إم دبليو,X3,2018,41600,100741,رمادي,عادي,ديزل,مستعملة,792579351,المكلا,/static/images/cars/رمادي_X3_بي إم دبليو.car.svg
3083,معرض الرواد,تويوتا كامري,تويوتا,كامري,2015,18200,105603,فضي,عادي,هجين,مستعملة,758895058,حضرموت,/static/images/cars/فضي_كامري_تويوتا.car.svg
3084,معرض السيارات الحديثة,مرسيدس GLC,مرسيدس,GLC,2025,67800,0,لؤلؤي,عادي,بنزين,جديدة,717205793,تعز,/static/images/cars/لؤلؤي_GLC_مرسيدس.car.svg
3085,معرض النخبة,تويوتا راف فور,تويوتا,راف فور,2024,40500,26205,لؤلؤي,عادي,كهربائي,مستعملة,739472941,تعز,/static/images/cars/لؤلؤي_راف فور_تويوتا.car.svg
3086,معرض النخبة,هيونداي توسان,هيونداي,توسان,2024,32600,17925,أسود,أوتوماتيك,بنزين,مستعملة,740750861,حضرموت,/static/images/cars/أسود_توسان_هيونداي.car.svg
3087,معرض النجوم,فورد إكسبلورر,فورد,إكسبلورر,2022,37100,36648,أبيض,عادي,هجين,مستعملة,780512681,الحديدة,/static/images/cars/أبيض_إكسبلورر_فورد.car.svg
3088,معرض الأصالة,هيونداي سانتافي,هيونداي,سانتافي,2019,21400,118457,لؤلؤي,أوتوماتيك,كهربائي,مستعملة,739686286,ذمار,/static/images/cars/لؤلؤي_سانتافي_هيونداي.car.svg
3089,معرض التميز,هيونداي سانتافي,هيونداي,سانتافي,2020,20500,88739,أزرق,أوتوماتيك,ديزل,مستعملة,731750551,تعز,/static/images/cars/أزرق_سانتافي_هيونداي.car.svg
3090,معرض السيارات الحديثة,تويوتا كورولا,تويوتا,كورولا,2025,42900,8062,أحمر,عادي,هجين,مستعملة,782099745,تعز,/static/images/cars/أحمر_كورولا_تويوتا.car.svg
3091,معرض القمة,هيونداي توسان,هيونداي,توسان,2022,28100,46746,أسود,أوتوماتيك,هجين,مستعملة,711488932,إب,/static/images/cars/أسود_توسان_هيونداي.car.svg
3092,معرض التميز,بي إم دبليو X3,بي إم دبليو,X3,2025,56900,20396,لؤلؤي,عادي,بنزين,مستعملة,714356914,إب,/static/images/cars/لؤلؤي_X3_بي إم دبليو.car.svg
3093,معرض الرواد,مرسيدس S-Class,مرسيدس,S-Class,2018,43900,82361,أسود,عادي,هجين,مستعملة,779934297,إب,/static/images/cars/أسود_S-Class_مرسيدس.car.svg
3094,معرض النخبة,مرسيدس C-Class,مرسيدس,C-Class,2016,38000,175397,فضي,أوتوماتيك,بنزين,مستعملة,725884898,صنعاء,/static/images/cars/فضي_C-Class_مرسيدس.car.svg
3095,معرض القمة,هيونداي إلنترا,هيونداي,إلنترا,2022,26300,44551,أزرق,أوتوماتيك,كهربائي,مستعملة,760501401,إب,/static/images/cars/أزرق_إلنترا_هيونداي.car.svg
3096,معرض النجوم,بي إم دبليو الفئة الثالثة,بي إم دبليو,الفئة الثالثة,2016,37900,157838,أحمر,عادي,ديزل,مستعملة,786868659,إب,/static/images/cars/أحمر_الفئة الثالثة_بي إم دبليو.car.svg
3097,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2024,38100,29270,أسود,عادي,هجين,مستعملة,735960560,ذمار,/static/images/cars/أسود_أكورد_هوندا.car.svg
3098,معرض القمة,فورد إكسبيديشن,فورد,إكسبيديشن,2017,22900,154630,لؤلؤي,عادي,ديزل,مستعملة,775513822,حضرموت,/static/images/cars/لؤلؤي_إكسبيديشن_فورد.car.svg
3099,معرض الأصالة,مرسيدس E-Class,مرسيدس,E-Class,2020,47100,91968,لؤلؤي,عادي,كهربائي,مستعملة,789942132,عدن,/static/images/cars/لؤلؤي_E-Class_مرسيدس.car.svg
3100,معرض التميز,مرسيدس S-Class,مرسيدس,S-Class,2018,46800,79045,أحمر,عادي,بنزين,مستعملة,727485523,الحديدة,/static/images/cars/أحمر_S-Class_مرسيدس.car.svg
3101,معرض الأصالة,هوندا أكورد,هوندا,أكورد,2025,38900,12535,أبيض,أوتوماتيك,بنزين,مستعملة,721005524,الحديدة,/static/images/cars/أبيض_أكورد_هوندا.car.svg
